Emotions,Path
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
happy,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
sad,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
angry,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
fear,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
disgust,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
surprise,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
neutral,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
calm,D:/coursework_datasets/Ravdess/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
